0.0,18.0 0.0 3.58 0
0.0,18.0 0.0 7.60 2
62721.5,42.3 12.1 3.68 0
81494.7,47.3 19.5 0.50 2
64560.5,47.3 7.4 0.14 0
75258.8,53.2 11.4 7.27 0
69277.1,34.9 10.7 6.90 2
87920.2,55.4 2.2 7.73 2
65671.6,34.9 7.8 0.46 2
59366.1,35.4 10.5 1.24 1
57679.3,39.1 11.1 0.41 0
66487.8,42.1 18.3 8.11 0
61026.0,35.3 12.9 3.56 1
80022.4,47.6 5.9 5.45 2
60430.6,34.9 12.9 3.10 1
56406.1,34.9 12.9 4.82 0
67069.2,44.3 14.7 6.85 0
61697.8,36.1 11.0 4.56 1
51783.6,32.2 5.0 6.09 0
61068.9,42.1 8.7 2.67 0
59972.9,34.7 12.7 2.66 1
79822.5,44.2 9.6 9.43 2
75147.0,48.7 12.9 5.01 1
80733.4,52.6 18.6 5.26 1
80391.9,49.6 6.1 1.81 2
66639.8,47.0 13.3 1.66 0
44507.9,22.5 0.5 3.70 1
67621.4,44.0 11.4 0.37 1
58821.6,32.9 5.3 8.84 1
70257.3,41.1 1.6 1.32 2
67638.8,33.2 6.2 8.99 2
69979.5,46.5 4.7 4.60 1
41836.1,23.7 1.7 5.31 0
60699.9,41.5 9.0 3.32 0
69213.2,49.2 9.0 4.75 0
81513.9,48.7 7.1 5.67 2
66629.4,43.5 13.5 7.85 0
55185.7,34.0 3.4 0.49 1
56313.0,36.9 2.3 7.25 0
73966.6,42.2 6.0 4.03 2
80794.4,51.3 15.3 9.89 1
111903.7,29.3 7.2 4.82 2
79549.4,47.0 8.2 4.20 2
46276.5,27.4 5.4 4.37 0
55411.2,32.7 7.3 1.05 1
71470.8,44.0 16.4 5.14 1
74029.8,41.3 12.7 1.86 2
51976.7,30.4 8.4 7.88 0
58648.9,36.2 8.4 0.05 1
49805.5,30.7 8.7 3.13 0
76347.5,44.2 6.9 3.76 2
79144.5,57.5 9.8 7.59 0
55207.6,29.2 6.4 8.42 1
67105.8,43.2 7.7 3.39 1
79421.9,45.2 13.7 4.28 2
45791.4,26.8 4.8 5.12 0
60544.2,36.5 2.7 6.79 1
69800.6,44.6 1.2 9.51 1
46984.7,26.3 0.0 1.55 1
65015.0,45.7 12.3 1.15 0
62670.9,30.6 8.6 3.03 2
81111.8,49.4 6.0 4.02 2
73560.5,41.6 4.9 4.77 2
63099.6,37.6 5.4 7.88 1
61853.5,37.7 11.2 1.52 1
66544.5,44.1 5.8 1.37 1
54450.6,34.6 9.5 4.09 0
68383.8,34.6 12.6 4.00 2
57245.3,37.8 11.7 2.02 0
0.0,18.0 0.0 7.14 0
60043.5,32.9 10.9 7.68 1
87169.4,60.0 7.9 9.11 1
62345.5,42.8 10.0 2.71 0
45332.7,27.0 0.9 6.55 0
62318.3,37.2 3.8 7.77 1
71956.4,37.0 9.7 8.35 2
70296.6,35.1 13.1 6.82 2
73842.3,43.1 21.1 9.11 1
66244.4,39.6 10.2 6.98 1
40534.7,24.4 2.4 0.87 0
63828.4,29.6 7.6 7.70 2
66796.0,44.2 8.1 0.15 1
77925.7,57.4 16.0 1.33 0
71041.5,52.6 11.0 0.18 0
49139.7,30.7 8.7 2.18 0
54656.1,34.9 6.9 5.53 0
50347.4,31.8 9.3 1.17 0
63458.3,41.4 14.6 5.26 0
67817.6,33.6 9.7 6.78 2
77784.2,44.4 6.4 7.11 2
60310.5,34.9 12.3 3.13 1
68329.2,38.2 0.0 4.34 2
55118.3,29.4 7.4 6.46 1
76378.4,52.8 10.0 1.49 1
66139.4,46.7 6.5 4.18 0
59395.7,32.9 8.2 8.12 1
64194.8,38.6 12.7 3.72 1
73777.1,38.6 15.8 4.78 2
42528.4,19.1 0.0 7.41 1
66953.4,47.8 0.0 8.23 0
48694.5,29.1 0.0 8.96 0
73093.2,47.6 9.6 5.65 1
64235.7,44.5 5.5 5.93 0
75131.5,52.8 11.5 7.68 0
83544.4,50.6 3.8 7.48 2
50698.0,32.9 6.3 1.75 0
67780.9,35.3 13.3 0.74 2
62407.7,45.3 6.1 0.49 0
39223.8,22.1 0.1 4.04 0
74496.5,42.6 12.4 0.01 2
64981.7,40.0 18.0 8.50 0
68455.6,47.9 0.0 0.68 1
58740.6,36.2 9.5 9.59 0
66365.3,39.7 9.1 8.00 1
61411.6,41.8 7.1 5.04 0
81059.1,48.3 13.5 1.28 2
76714.5,42.4 7.5 7.68 2
59872.2,37.0 4.7 2.62 1
81331.2,52.3 2.2 0.86 2
63627.0,36.8 14.0 5.30 1
48897.3,31.0 9.0 0.25 0
77621.2,48.7 13.6 9.76 1
67839.3,48.3 5.4 5.72 0
42066.8,25.3 3.3 1.65 0
58688.2,39.1 3.6 7.02 0
64687.7,37.5 14.9 5.34 1
47779.7,23.9 1.9 6.47 1
66241.6,30.8 8.8 9.86 2
66521.7,46.4 9.1 4.61 0
84080.3,48.6 11.2 8.42 2
53773.7,37.7 1.7 0.75 0
69635.9,37.4 10.5 2.19 2
62140.0,40.2 11.8 6.84 0
71750.7,35.7 13.7 8.03 2
76791.8,52.2 8.2 4.30 1
61116.5,33.9 8.8 9.38 1
53437.3,34.3 12.3 0.51 0
78537.1,45.7 15.4 1.03 2
59057.4,37.7 13.1 4.65 0
72352.7,41.0 5.4 3.09 2
72854.3,37.9 10.8 6.65 2
0.0,18.0 0.0 9.76 2
89697.9,57.1 9.4 3.81 2
59418.8,32.1 10.1 8.22 1
87196.5,64.2 14.4 7.34 0
59503.2,37.3 3.4 2.41 1
53047.6,34.7 6.5 2.71 0
71602.4,37.4 15.4 3.25 2
74103.7,40.9 12.2 2.82 2
70528.2,42.4 17.8 5.55 1
58538.3,33.3 11.3 3.70 1
61442.0,40.9 5.1 7.70 0
80570.9,50.8 4.4 0.47 2
77492.5,49.6 16.5 6.05 1
52374.1,32.7 10.7 2.97 0
88636.7,53.7 15.3 4.72 2
80362.3,44.1 11.6 9.77 2
72662.2,46.9 3.1 9.80 1
62436.5,32.8 4.8 0.19 2
76323.4,52.9 6.8 2.46 1
58312.9,32.7 10.7 4.82 1
82535.7,49.4 6.3 6.16 2
65435.5,39.9 3.4 9.04 1
53994.8,25.3 3.3 0.11 2
36493.9,70.6 6.3 7.34 0
75712.8,51.7 5.4 4.18 1
80656.7,46.4 18.8 0.94 2
61451.9,28.3 6.3 7.00 2
