54741.2,30.7 8.7 2.30 1
60675.6,40.8 7.7 4.71 0
72419.4,52.2 13.1 2.70 0
74486.8,51.8 10.2 9.65 0
55111.7,34.9 4.9 7.50 0
56657.1,25.9 3.9 2.95 2
64815.5,40.8 13.9 9.63 0
52905.4,31.5 4.9 9.90 0
59998.6,42.8 3.3 2.44 0
70404.8,48.6 13.3 5.62 0
87652.7,58.1 17.0 9.26 1
59116.7,27.3 5.3 4.57 2
65330.7,42.3 6.6 2.29 1
70719.1,43.7 15.1 4.94 1
42081.4,25.5 3.5 1.58 0
71008.0,47.8 4.7 3.98 1
82973.4,47.4 9.1 9.70 2
49695.4,24.6 2.6 8.45 1
78667.1,43.9 16.2 3.83 2
68215.5,35.7 0.7 8.51 2
57101.5,25.6 3.6 4.75 2
50543.0,21.7 0.0 2.19 2
58137.7,40.8 5.8 1.17 0
56768.0,38.0 10.0 1.38 0
64990.4,44.9 14.1 1.81 0
51310.4,31.3 9.3 4.10 0
36215.5,70.8 12.6 1.74 0
76918.4,41.7 11.5 7.31 2
65343.3,47.1 6.5 2.56 0
74554.9,44.1 7.8 0.16 2
69501.7,45.1 5.1 5.32 1
84312.6,53.0 10.1 0.82 2
60224.4,40.7 9.8 3.29 0
67078.2,46.3 4.9 8.58 0
64938.1,33.3 10.8 0.63 2
67713.9,40.0 14.8 6.78 1
66841.5,36.6 6.7 0.53 2
72278.2,46.2 18.0 1.45 1
80527.5,46.2 14.8 3.21 2
54938.8,36.6 9.9 1.03 0
57411.2,37.2 12.3 3.33 0
78887.5,45.4 5.6 7.49 2
66109.7,45.4 9.8 5.44 0
64041.5,42.3 3.7 1.33 1
65282.0,33.7 11.2 0.29 2
58948.1,32.6 5.5 9.57 1
54624.8,35.2 4.9 6.06 0
71024.6,38.1 8.5 4.83 2
66283.5,32.4 6.2 7.67 2
71032.2,35.6 8.6 9.26 2
37558.9,21.3 0.0 2.23 0
58419.2,32.1 10.0 6.13 1
58976.9,41.4 5.4 1.70 0
57265.5,35.7 7.6 8.46 0
0.0,18.0 0.0 1.30 1
84243.5,55.3 1.1 1.40 2
54801.4,33.6 5.3 9.37 0
76377.5,52.7 9.2 1.88 1
65720.4,31.9 9.9 5.88 2
59802.3,39.3 6.4 7.54 0
69871.1,36.1 14.1 3.51 2
68086.7,36.2 7.3 3.51 2
52268.2,29.0 7.0 2.40 1
63567.7,40.4 16.9 5.92 0
67965.7,38.1 6.7 0.16 2
75090.3,40.7 15.9 3.36 2
60742.9,29.6 7.6 1.47 2
68790.9,35.6 13.6 2.71 2
72364.1,35.8 13.8 8.83 2
96079.1,62.4 16.5 1.91 2
72307.1,37.8 15.8 3.39 2
42130.7,26.3 0.4 1.63 0
54199.9,31.3 9.3 0.07 1
53770.4,35.1 7.4 2.63 0
72548.2,53.5 8.4 2.97 0
58272.6,42.5 1.3 0.57 0
71287.7,47.8 7.4 2.01 1
64828.0,42.7 12.2 7.18 0
53123.5,33.7 8.7 3.61 0
77654.9,57.9 5.4 6.06 0
62476.8,31.7 7.7 0.47 2
52228.5,33.3 3.0 6.32 0
64895.8,31.3 9.3 5.71 2
43156.1,26.5 4.5 0.26 0
70830.0,46.0 5.8 6.39 1
69761.8,39.0 0.8 4.97 2
34590.8,69.0 4.6 2.00 0
88808.2,55.3 4.0 8.88 2
66934.2,43.3 17.9 6.71 0
48618.6,26.4 4.4 1.93 1
62138.3,36.1 13.1 4.03 1
65304.7,44.0 7.2 8.13 0
57846.6,36.2 11.0 6.39 0
74019.7,42.5 10.1 1.32 2
70632.9,41.6 1.9 0.95 2
71815.5,46.4 14.1 2.29 1
77111.8,49.2 17.1 5.65 1
59043.3,31.3 9.3 9.86 1
72429.4,42.7 3.9 1.32 2
69629.7,37.1 9.7 2.83 2
59491.8,34.5 9.2 4.84 1
