0.0,18.0 0.0 3.58 0
69994.7,36.9 0.0 9.94 2
49817.2,25.8 3.8 5.91 1
64397.6,32.7 8.0 2.18 2
47846.2,23.6 1.6 7.39 1
50736.0,34.9 0.0 1.68 0
75258.8,53.2 11.4 7.27 0
53243.6,22.3 0.3 5.56 2
39137.2,19.4 0.0 9.38 0
80115.8,60.1 9.0 4.73 0
56007.4,23.1 1.1 9.15 2
73465.0,40.9 4.2 6.53 2
57679.3,39.1 11.1 0.41 0
75400.9,39.5 11.1 9.51 2
55442.4,25.0 3.0 3.20 2
76038.1,41.8 11.8 5.56 2
66580.3,41.1 12.8 3.33 1
84828.9,51.4 7.5 6.61 2
56406.1,34.9 12.9 4.82 0
92948.5,57.4 12.1 8.25 2
61522.6,35.7 13.7 3.48 1
65221.5,42.7 10.2 9.29 0
62710.5,42.8 5.1 6.81 0
60126.3,37.3 6.9 0.98 1
59972.9,34.7 12.7 2.66 1
60447.5,28.2 6.2 4.65 2
81352.1,43.0 21.0 8.08 2
71505.4,36.3 13.1 6.15 2
59783.7,40.6 9.2 2.54 0
57335.4,32.2 5.4 7.28 1
66639.8,47.0 13.3 1.66 0
62571.9,38.3 1.3 7.72 1
61260.4,35.9 7.7 6.57 1
62914.8,42.8 8.7 5.15 0
84861.7,52.0 11.3 2.97 2
55068.2,23.1 1.1 6.88 2
67638.8,33.2 6.2 8.99 2
73310.7,48.6 13.2 1.45 1
52458.7,23.7 1.7 0.51 2
47684.4,26.0 4.0 0.99 1
58354.7,35.7 6.1 1.50 1
62162.3,37.9 9.7 2.58 1
81513.9,48.7 7.1 5.67 2
88707.3,53.6 11.8 7.57 2
69870.0,51.7 6.8 2.74 0
59510.4,36.5 8.0 1.56 1
70959.2,46.0 5.5 6.58 1
53581.6,32.1 8.8 7.30 0
80794.4,51.3 15.3 9.89 1
73378.4,50.4 4.6 2.89 1
66625.0,42.9 0.0 7.57 1
76949.5,54.5 11.7 8.10 0
71093.6,38.4 4.2 7.03 2
57605.6,34.6 3.7 4.02 1
71470.8,44.0 16.4 5.14 1
69147.5,47.3 10.7 7.07 0
62263.7,36.9 14.9 1.70 1
55378.9,29.7 7.7 6.71 1
0.0,18.0 0.0 2.72 0
64359.1,45.9 7.6 2.61 0
76347.5,44.2 6.9 3.76 2
85152.3,49.1 18.7 4.88 2
54182.1,35.2 10.6 1.39 0
64982.1,41.9 6.4 2.34 1
68309.7,35.9 9.7 2.95 2
74614.3,47.3 9.1 9.13 1
45791.4,26.8 4.8 5.12 0
72859.9,42.1 8.2 0.72 2
50959.0,31.1 4.3 6.77 0
56250.9,37.1 13.3 0.96 0
48829.1,29.9 7.9 3.06 0
66378.5,44.5 4.0 1.27 1
62670.9,30.6 8.6 3.03 2
64126.3,38.5 14.7 2.12 1
53434.1,33.0 8.9 5.62 0
80746.7,52.2 16.0 7.62 1
72597.9,48.0 10.3 3.05 1
66879.9,42.3 4.9 6.20 1
66544.5,44.1 5.8 1.37 1
66398.3,42.1 7.3 4.58 1
66598.0,33.7 11.7 2.95 2
69759.4,45.1 10.4 2.93 1
54186.9,31.6 4.3 3.10 1
75805.6,51.3 12.8 1.69 1
60043.5,32.9 10.9 7.68 1
92412.6,56.7 20.0 3.36 2
85497.7,60.0 8.4 6.11 1
45921.4,27.3 5.3 4.62 0
66350.1,44.0 6.7 0.74 1
60519.5,27.7 5.7 5.90 2
71956.4,37.0 9.7 8.35 2
82660.9,48.3 7.6 7.91 2
60421.2,27.6 5.0 6.20 2
65103.8,39.4 6.1 7.69 1
67112.1,45.2 11.0 7.65 0
79946.4,58.0 3.2 1.53 1
63828.4,29.6 7.6 7.70 2
64856.2,44.5 12.1 3.56 0
80936.3,45.9 7.9 9.59 2
63788.5,30.2 8.2 6.19 2
37518.8,19.0 0.0 7.18 0
62264.8,45.0 6.1 0.36 0
54656.1,34.9 6.9 5.53 0
69654.9,50.8 5.9 4.45 0
84989.6,52.1 7.1 5.55 2
52131.0,32.4 10.4 3.21 0
65968.0,44.6 15.0 3.60 0
55479.3,32.8 10.8 8.47 0
60310.5,34.9 12.3 3.13 1
55502.6,32.5 9.1 0.13 1
64913.6,40.1 13.5 1.44 1
81559.7,43.2 21.2 8.06 2
47525.3,29.6 7.6 1.11 0
63855.2,33.0 9.0 0.28 2
59395.7,32.9 8.2 8.12 1
80781.2,54.5 9.3 7.03 1
73438.3,38.5 15.7 4.45 2
79951.2,59.9 10.6 3.92 0
64477.7,46.5 9.5 0.13 0
0.0,18.0 0.0 0.87 2
48694.5,29.1 0.0 8.96 0
63431.5,37.0 13.8 4.66 1
42144.3,23.3 1.3 6.72 0
56223.9,23.7 1.7 7.87 2
79797.0,47.3 6.5 4.77 2
62169.7,27.6 5.6 9.72 2
50698.0,32.9 6.3 1.75 0
63172.1,41.9 7.6 7.46 0
73922.4,54.7 3.0 7.03 0
42751.0,24.5 2.5 4.73 0
62584.2,37.6 4.1 7.52 1
77539.7,44.7 0.0 9.37 2
64981.7,40.0 18.0 8.50 0
57144.2,37.9 14.0 0.06 0
76759.6,53.7 3.6 3.52 1
54594.3,29.2 6.2 7.15 1
72983.0,48.4 9.1 3.61 1
52765.1,34.3 10.1 1.04 0
81059.1,48.3 13.5 1.28 2
70874.4,37.9 11.2 3.12 2
71988.9,54.3 2.8 3.83 0
78365.9,42.8 15.8 6.10 2
56715.3,26.3 4.3 2.25 2
74189.3,48.0 10.4 5.88 1
48897.3,31.0 9.0 0.25 0
65740.7,31.2 9.2 7.63 2
60451.4,40.3 3.8 7.96 0
43006.3,24.3 2.3 5.67 0
54629.9,30.3 6.8 4.68 1
